"companyid","yearmonth1","sentences","countvar1"
18511,"2017m5","It was a very good year for realizations, with 12 full disposals and a number of refinancings and partial realizations, generating GBP 982 million of proceeds.",1048
18511,"2017m5","The uplift to sale of 5%, which excludes refinancings, reflects Mayborn and Amor being valued an imminent sale basis last year, along with the proceeds of quoted sales where we don't normally expect a material uplift.",1048
18511,"2017m5","Needless to say, the GBP 49 million loss on Agent Provocateur also affected this measure.",1048
18511,"2017m5","The closing Private Equity portfolio value was GBP 4,8 billion.",1048
18511,"2017m5","As well as the unrealized value growth, we made good progress on new investment.",1048
18511,"2017m5","The GBP 478 million you can see here includes our new investments in Schlemmer, BoConcept and Ponroy Santé as well as the funding for our existing U.",1048
18511,"2017m5","investments, Q Holding, to make their own investments in Degania.",1048
18511,"2017m5","As you've already heard, that unrealized value growth of GBP 1.",1048
18511,"2017m5","3 billion is underpinned by strong earnings growth.",1048
18511,"2017m5","The earnings growth of our top 20 investments, which account for 91% of the Private Equity portfolio value, are shown here.",1048
18511,"2017m5","Of course, Action is part of the greater than 30% bar, but that bar also includes another 4 investments.",1048
18511,"2017m5","17 of these 20 investments have positive earnings growth.",1048
18511,"2017m5","Now before I get into the usual slide on valuations, I'd like to give you some more detail about what we've done to update Action's valuation methodology.",1048
18511,"2017m5","You've seen from Simon's presentation that we think there's still plenty of upside in our investment case.",1048
18511,"2017m5","That presents a problem, the so-called nice problem to have, when we think about how we arrive at the fair value of Action in our books today.",1048
18511,"2017m5","We have to balance Action's exceptional performance and execution, its potential for significant further growth and the inherent risk in continuing to execute at this velocity.",1048
18511,"2017m5","We moved our valuation basis to run rate earnings instead of the last 12 months, or LTM, in march 2013.",1048
18511,"2017m5","The relentless consistency of Action's still rollout gave us the confidence to effectively pro forma in 12 months of new stores opened in the year.",1048
18511,"2017m5","Until now, we've used the run rate earnings to the preceding quarter.",1048
18511,"2017m5","That means, for example, using earnings to the 31st of December for a 31st of March valuation.",1048
18511,"2017m5","Every year since we made the change, Action has outperformed expectations.",1048
18511,"2017m5","That doesn't mean we can go as far as moving the valuation to DCF basis that some people are talking about.",1048
18511,"2017m5","But to recognize our competence in the performance and execution, we're now using earnings that are as close to our period-end as we can.",1048
18511,"2017m5","That means we based this evaluation on Action's earnings to the end of March 2017.",1048
18511,"2017m5","Since the third-party interest in our investment in June last year when we stepped up our valuation to GBP 1.",1048
18511,"2017m5","5 billion, we have let the multiple fall as Action's earnings have grown.",1048
18511,"2017m5","Now that we've had another year of excellent performance, we've had another look at the multiple, and we've set it to 16x post discount at the 31st of March.",1048
18511,"2017m5","As a result, Action's total value growth in the year was GBP 911 million.",1048
18511,"2017m5","And just over 3/4 of that was down to earnings growth, which is a large part of the GBP 827 million performance category for the whole portfolio, which you can see here.",1048
18511,"2017m5","Other material contributors to that performance category are ATESTEO, Euro-Diesel and Audley.",1048
18511,"2017m5","Excluding Action, there was a modest decline in the average multiples we used from 10.",1048
18511,"2017m5","We continue to apply our policy of adjusting multiples down relative to their concept if we think that markets have got ahead of our longer-term view.",1048
18511,"2017m5","14 out of 22 investments were adjusted that way.",1048
18511,"2017m5","The DCF category is dominated by our investment in Scandlines, and the increase that you can see here reflects our view that the competing fixed link will be delayed by another 2 years.",1048
18511,"2017m5","Our strong portfolio performance is also reflected in our carry payable and receivable, which we calculate assuming that all investments were sold at their balance sheet value.",1048
18511,"2017m5","As I mentioned at the half year, the excellent performance of Action and also Scandlines meant that Eurofund V went through the carrying receivable hurdle earlier this year, and that's almost all of the GBP 275 million that you can see here.",1048
18511,"2017m5","The carry payable of GBP 431 million is a product of the same excellent performance, and it also includes the accrual for the proportion of the carry receivable that will also be paid out to the participating investment teams.",1048
18511,"2017m5","Now I always make the point that the carry accrued is only paid out when the hurdle has been met on a cash-to-cash basis and then only when cash proceeds are actually received.",1048
18511,"2017m5","We went through the cash hurdle on schemes covering our investments made in 2010, '11 and '12 as a result of the Amor disposal.",1048
18511,"2017m5","That's the main reason for the step-up in cash we paid out this year to GBP 127 million.",1048
18511,"2017m5","Now it's clear that the excellent performance in Private Equity is the biggest contributor to our capital returns.",1048
18511,"2017m5","Infrastructure complements and diversifies that because they are the principal contributor to our income returns.",1048
18511,"2017m5","And the steps we've taken to grow the Infrastructure business, which Simon has talked about, should enhance that contribution.",1048
18511,"2017m5","We reinforced our support for this business and our belief in our team's ability to originate and manage good investments in the sector by standing behind 3iN's capital raise in June.",1048
18511,"2017m5","We invested GBP 131 million to maintain our 34% shareholding in 3iN.",1048
18511,"2017m5","That was a sound decision.",1048
18511,"2017m5","We, our team, have already deployed the capital raise in 6 new investments, and 3iN's share price has increased by 15% since the capital raise.",1048
18511,"2017m5","As a result, 3iN had a very good year, and that's reflected in our GBP 87 million of gross investment return.",1048
18511,"2017m5","You can also see here that our Infrastructure business is a significant contributor to our recurring fee income and cash income.",1048
18511,"2017m5","As I mentioned, the new initiatives 3i have announced should increase their contribution further.",1048
18511,"2017m5","And this is all the more important following our sale of the Debt Management business, which we completed on the 3rd of March 2017.",1048
18511,"2017m5","Selling that business will put pressure on our operating cash profit metric.",1048
18511,"2017m5","However, with the fundamental reshaping of the cost base, good progress in Private Equity and new initiatives in Infrastructure, we will keep it as a measure to reinforce our cost discipline.",1048
18511,"2017m5","That discipline remains relevant as we make incremental investment in new people in both Private Equity and Infrastructure to support investment activity and new initiatives.",1048
18511,"2017m5","Operating costs were GBP 117 million in the financial year 2017 without Debt Management.",1048
18511,"2017m5","GBP 63 million of this was incurred in the second half, and we expect our cost in financial year 2018 to be about double that second half expense.",1048
18511,"2017m5","In March, we took a further step in derisking the balance sheet with the repayment of our 331 million Eurobond.",1048
18511,"2017m5","Gross debt is now only GBP 575 million, with an annual interest cost of GBP 35 million, which is down by about GBP 15 million.",1048
18511,"2017m5","We closed the year with net cash of GBP 419 million, but as you know, most of this is now reserved for the recently announced investments in Lampenwelt, Hans Anders and Formel D.",1048
18511,"2017m5","Altogether, they account about EUR 500 million of investment, which is a good start to the year.",1048
18511,"2017m5","And with liquidity of GBP 1.",1048
18511,"2017m5","3 billion, we are well-funded for this new investment and distributions to shareholders.",1048
18511,"2017m5","We've announced a final dividend of 18.",1048
18511,"2017m5","5p, subject to shareholder approval.",1048
18511,"2017m5","5p is made up of the final base dividend of 8p and an additional dividend of 10.",1048
18511,"2017m5","That additional dividend takes account of the balance sheet strength, our outlook for realizations and investments and also recognizes that this has been an excellent year.",1048
18511,"2017m5","So this has been another good year for 3i, and our results have been underpinned by strategic progress in reshaping the business, excellent performance from Private Equity and a very good year for the Infrastructure team.",1048
18511,"2017m5","Thank you, and we'll now take questions.",1048
18511,"2017m5","Charles Murphy, Panmure Gordon.",1048
18511,"2017m5","Eurofund V comes to an end at the end of -- technically at the end of 2018.",1048
18511,"2017m5","How does -- what opportunities are there for you to extend that the bit further? And how does that affect how you think about Action and Scandlines? Why don't I take the first 2, and Julia can come back to the third because she did touch on in her presentation.",1048
18511,"2017m5","I mean, we've had an unusually strong start I would say to the liquidity of investments it's a bit like catching a bus, and so we have signed quite a few deals in a short space of time.",1048
18511,"2017m5","There's outlook the no guarantee that the rest of your will continue at that pace.",1048
18511,"2017m5","And I would expect it to moderate and for us to be more careful.",1048
18511,"2017m5","But I do think we will invest more money this year than we have previously and get closer to our sort of run rate of investment around GBP 700 million, GBP 750 million, if you like.",1048
18511,"2017m5","In terms of realizations, it's early in the year.",1048
18511,"2017m5","There are things moving forward, but I would again expect between realizations and refis, we'll get closer to our normal level, which is around the GBP 750 million, GBP 800 million type level if markets remain conducive to that.",1048
18511,"2017m5","There's a number of things going through.",1048
18511,"2017m5","I think of the order of about GBP 100 million is sort of coming in over the recent weeks.",1048
18511,"2017m5","It's that sort of things in smaller, smaller initiatives.",1048
18511,"2017m5","And there are 1 or 2 big things beginning to move along in terms of realizations.",1048
18511,"2017m5","Chris Brown from JPMorgan.",1048
18511,"2017m5","Just a quick question about post year-end events.",1048
18511,"2017m5","I mean, clearly, there's been a lot of investment.",1048
18511,"2017m5","You've got the dividend to come out.",1048
18511,"2017m5","Has there been much realization since the 31st of March? Arun from Macquarie.",1048
18511,"2017m5","Can just I ask, you sort of have the map of Action and you sort of looked at the whitespaces.",1048
18511,"2017m5","What gives you so much confidence of the whitespace probably France and Germany's almost alike in terms of revenue potential? Or even if you extend that across Europe, what giving the whitespace or same in terms of property as you would see in sort of the Holland or the old places Action did so well? Perhaps you could also talk a little bit about how when the board is looking at Action and the fact it's 30% of NAV, how do you think about -- in terms sort of risk versus order of that situation? And then on the DCF, I said what we're trying to balance is fantastic performance to date, big potential for future growth, but also there's inherent risk in sort of rolling out the way they're doing the execution that we've got.",1048
18511,"2017m5","And for that reason, when we wouldn't move it to a DCF basis in our books.",1048
18511,"2017m5","DCF is a very good preference point, especially to the extent people get concerned about the multiple that we're applying, that gives a sort of confidence in how we're looking at that.",1048
18511,"2017m5","I think what we try to do is to give you as much visibility of how we're valuing it.",1048
18511,"2017m5","So to give you all the components the multiple we use, you'll also find in the press release, we're giving you the sensitivities.",1048
18511,"2017m5","So 1 turn on the multiple will be GBP 135 million on our value, so you can measure it from that perspective.",1048
18511,"2017m5","But I think DCF is definitely got its place, and it's definitely good preference point.",1048
18511,"2017m5","But I don't imagine is moving to that method anytime soon.",1048
18511,"2017m5","Daniel Garrod from Barclays.",1048
18511,"2017m5","A couple of questions from me.",1048
18511,"2017m5","First is on earnings growth trajectory.",1048
18511,"2017m5","Julia, I think last year you sort of commented on experiencing a sort of trough in earnings growth profile and the expectation that it becoming resurgent from there.",1048
18511,"2017m5","You've got a slide where you're showing sort of, obviously the Action asset growing more than 30% but about GBP 650 million of value, also growing more than 30%.",1048
18511,"2017m5","So did you see that being sustained, the sort of improvement in earnings momentum? Can you give any color around those sort of 4 assets that you detailed as being in that sort of GBP 650 million? What are they? And what's the sort of sustainability there? Second question was around the multiple of Action.",1048
18511,"2017m5","How -- it actually continues to grow more than 30% a year, how you think about the interplay between revaluing it up to 18x, again growing into the multiple or maintaining at 16x? We'll have Morgan Stanley do that for us.",1048
18511,"2017m5","If there are no more questions, thanks very much for coming.",1048
18511,"2017m5","Have a good day.",1048
18511,"2017m5","We'll have Morgan Stanley do that for us.",1048
18511,"2017m5","So as you've heard from Simon, we've had an excellent year with strong performance from both our Private Equity and Infrastructure businesses.",1048
18511,"2017m5","We've been busy.",1048
18511,"2017m5","We've generated GBP 1 billion of proceeds from Private Equity, had a robust contribution from Infrastructure and simplified the group with the successful sale of our Debt Management business.",1048
18511,"2017m5","All in all, we finished the year with a total return of 36% and an NAV per share of 604p.",1048
18511,"2017m5","As you can see here, the biggest component of our -- of the 30% NAV increase was unrealized value growth.",1048
18511,"2017m5","Action accounted for 2/3 of the 138p.",1048
18511,"2017m5","And we got strong contributions from our more recent investments that Simon has talked about.",1048
18511,"2017m5","That made up most of the rest.",1048
18511,"2017m5","The corresponding net carry payable of 16p includes the benefit of going through the hurdle on an accounting basis on Eurofund V.",1048
18511,"2017m5","I'll explain more about that in a minute.",1048
18511,"2017m5","We did have a tailwind from sterling's weakness of 30p, but our results are strong with or without that FX benefit.",1048
18511,"2017m5","Finally, the 24p of dividends is made up of last year's final dividend and this year's interim, so the 604p is before the final dividend of 18.",1048
18511,"2017m5","5p that we've announced today.",1048
18511,"2017m5","Our Private Equity business had a great year, and they generated a gross investment return of GBP 1.",1048
18511,"2017m5","That's a 43% return on opening portfolio value, and I'll talk about the main drivers of that in a minute.",1048
18511,"2017m5","It was a very good year for realizations with 12 full disposals and a number of refinancings and partial realizations, generating GBP 982 million of proceeds.",1048
18511,"2017m5","The uplift to sale of 5%, which excludes refinancings, reflects Mayborn and Amor being valued on an imminent-sale basis last year, along with the proceeds of quoted sales where we don't normally expect a material uplift.",1048
18511,"2017m5","Needless to say the GBP 49 million loss on Agent Provocateur also affected this measure.",1048
18511,"2017m5","The closing Private Equity portfolio value was GBP 4.",1048
18511,"2017m5","As well as the unrealized value growth, we made good progress on new investments.",1048
18511,"2017m5","The GBP 478 million you can see here includes our new investments in Schlemmer, BoConcept and Ponroy Santé; as well as the funding for our existing U.",1048
18511,"2017m5","investment, Q Holding, to make them -- to make their own investment in Degania.",1048
18511,"2017m5","As you've already heard, that unrealized value growth of GBP 1.",1048
18511,"2017m5","3 billion is underpinned by strong earnings growth.",1048
18511,"2017m5","The earnings growth of our top 20 investments, which account for 91% of the Private Equity portfolio value, are shown here.",1048
18511,"2017m5","Of course, Action is part of the ""greater than 30%"" bar, but that bar also includes another 4 investments.",1048
18511,"2017m5","17 of these 20 investments have positive earnings growth.",1048
18511,"2017m5","Now before I get on to the usual slide on valuations, I'd like to give you some more detail about what we've done to update Action's valuation methodology.",1048
18511,"2017m5","You've seen from Simon's presentation that we think there's still plenty of upside in our investment case.",1048
18511,"2017m5","That presents a problem, a so-called nice problem to have, when we think about how we arrive at the fair value of Action in our books today.",1048
18511,"2017m5","We have to balance Action's exceptional performance and execution, its potential for significant further growth and the inherent risk in continuing to execute at this velocity.",1048
18511,"2017m5","We moved our valuation basis to run rate earnings instead of the last 12 months or LTM in March 2013.",1048
18511,"2017m5","The relentless consistency of Action store rollout gave us the confidence to effectively pro forma in 12 months of new stores opened in the year.",1048
18511,"2017m5","Until now, we've used the run rate earnings to the preceding quarter.",1048
18511,"2017m5","That means, for example, using earnings to the 31st of December for a 31st of March valuation.",1048
18511,"2017m5","Every year since we made the change, Action has outperformed expectations.",1048
18511,"2017m5","That doesn't mean we can go as far as moving the valuation to a DCF basis that some people are talking about, but to recognize our competence in the performance and execution, we're now using earnings that are as close to our period end as we can.",1048
18511,"2017m5","That means we based this evaluation on Action's earnings to the end of March 2017.",1048
18511,"2017m5","Since the third-party interest in our investment in June last year when we stepped up our valuation to GBP 1.",1048
18511,"2017m5","5 billion, we have let the multiple fall, as Action's earnings have grown.",1048
18511,"2017m5","Now that we've had another year of excellent performance, we've had another look at the multiple, and we've set it to 16x post discount at the 31st of March.",1048
18511,"2017m5","As a result, Action's total value growth in the year was GBP 911 million.",1048
18511,"2017m5","And just over 3/4 of that was down to earnings growth, which is a large part of the GBP 827 million performance category for the whole portfolio, which you can see here.",1048
18511,"2017m5","Other material contributors to that performance category are ATESTEO, EURO-DIESEL and Audley.",1048
18511,"2017m5","Excluding Action, there was a modest decline in the average multiples we used from 10.",1048
18511,"2017m5","We continue to apply our policy of adjusting multiples down relative to their concepts if we think that markets have got ahead of our longer-term view.",1048
18511,"2017m5","14 out of 22 investments were adjusted that way.",1048
18511,"2017m5","The DCF category is dominated by our investment in Scandlines.",1048
18511,"2017m5","And the increase that you can see here reflects our view that the competing fixed link will be delayed by another 2 years.",1048
18511,"2017m5","Our strong portfolio performance is also reflected in our carry payable and receivable, which we calculate assuming that all investments were sold at their balance sheet value.",1048
18511,"2017m5","As I mentioned at the half year, the excellent performance of Action and also Scandlines meant that Eurofund V went through the carry receivable hurdle earlier this year, and that's almost all of the GBP 275 million that you can see here.",1048
18511,"2017m5","The carry payable of GBP 431 million is a product of the same excellent performance.",1048
18511,"2017m5","And it also includes the accrual for the proportion of the carry receivable that will also be paid out to the participating investment teams.",1048
18511,"2017m5","I always make the point that the carry accrued is only paid out when the hurdle has been met on a cash-to-cash basis and then only when cash proceeds are actually received.",1048
18511,"2017m5","We went through the cash hurdle on schemes covering our investments made in 2010, '11 and '12 as a result of the Amor disposal.",1048
18511,"2017m5","That's the main reason for the step-up in cash we paid out this year to GBP 127 million.",1048
18511,"2017m5","Now it's clear that the excellent performance from Private Equity is the biggest contributor to our capital returns.",1048
18511,"2017m5","Infrastructure complements and diversifies that because they are the principal contributor to our income returns.",1048
18511,"2017m5","And the steps we've taken to grow the Infrastructure business, which Simon has talked about, should enhance that contribution.",1048
18511,"2017m5","We reinforced our support for this business and our belief in our team's ability to originate and manage good investments in the sector by standing behind 3iN's capital raise in June.",1048
18511,"2017m5","We invested GBP 131 million to maintain our 34% shareholding in 3iN.",1048
18511,"2017m5","That was a sound decision.",1048
18511,"2017m5","We -- our team have already deployed the capital raise in 6 new investments.",1048
18511,"2017m5","And 3iN's share price has increased by 15% since the capital raise.",1048
18511,"2017m5","As a result, 3iN had a very good year, and that's reflected in our GBP 87 million of gross investment return.",1048
18511,"2017m5","You can also see here that our Infrastructure business is a significant contributor to our recurring fee income and cash income.",1048
18511,"2017m5","As I mentioned, the new initiatives we have announced should increase their contribution further.",1048
18511,"2017m5","And this is all the more important following our sale of the Debt Management business, which we completed on the 3rd of March 2017.",1048
18511,"2017m5","Selling that business will put pressure on our operating cash profit metric.",1048
18511,"2017m5","However, with the fundamental reshaping of the cost base, good progress in Private Equity and new initiatives in Infrastructure, we will keep it as a measure to reinforce our cost discipline.",1048
18511,"2017m5","That discipline remains relevant as we make incremental investments in new people in both Private Equity and Infrastructure to support investment activity and new initiatives.",1048
18511,"2017m5","Operating costs were GBP 117 million in the financial year 2017 without Debt Management.",1048
18511,"2017m5","GBP 63 million of this was incurred in the second half, and we expect our costs in financial year 2018 to be about double that second half expense.",1048
18511,"2017m5","In March, we took a further step in derisking the balance sheet with the repayment of our EUR 331 million bond.",1048
18511,"2017m5","Gross debt is now only GBP 575 million, with an annual interest cost of GBP 35 million which is down by about GBP 15 million.",1048
18511,"2017m5","We closed the year with net cash of GBP 419 million, but as you know, most of this is now reserved for the recently announced investments in Lampenwelt, Hans Anders and Formel D.",1048
18511,"2017m5","Altogether, they account for about EUR 500 million of investment, which is a good start to the year.",1048
18511,"2017m5","And with liquidity of GBP 1.",1048
18511,"2017m5","3 billion, we are well funded for these new investments and distributions to shareholders.",1048
18511,"2017m5","We've announced a final dividend of 18.",1048
18511,"2017m5","5p, subject to shareholder approval.",1048
18511,"2017m5","5p is made up of the final base dividend of 8p and an additional dividend of 10.",1048
18511,"2017m5","That additional dividend takes account of the balance sheet strength, our outlook for realizations and investments; and also recognizes that this has been an excellent year.",1048
18511,"2017m5","So it has been another good year for 3i.",1048
18511,"2017m5","And our results have been underpinned by strategic progress in reshaping the business, excellent performance from Private Equity and a very good year for the Infrastructure team.",1048
18511,"2017m5","Thank you, and we'll now take questions.",1048
18511,"2017m5","Good morning, everyone.",1048
18511,"2017m5","Welcome to 3i's results for the year till 31st of March 2017.",1048
18511,"2017m5","As anticipated and most of you will have seen, it's been another strong year for 3i with good results across-the-board, and we have a clear and consistent strategy.",1048
18511,"2017m5","So how did we do over the last 12 months? We closed the year with a 36% return on equity, an NAV of 604p and an increased dividend of 26.",1048
18511,"2017m5","5p for the year.",1048
18511,"2017m5","Both Private Equity and Infrastructure performed well with good levels of new investment and strong portfolio performances.",1048
18511,"2017m5","And we completed the sale of our Debt Management division in March.",1048
18511,"2017m5","The sale simplifies the group and focuses our people and resources on 2 high-quality businesses.",1048
18511,"2017m5","Realizations for the year were very strong with almost GBP 1 billion from Private Equity and a further GBP 270 million from the sale of Debt Management.",1048
18511,"2017m5","3i is now performing as it should, and the approach we've taken over the last 5 years has transformed the group on all key KPIs.",1048
18511,"2017m5","Today's results are built on the sound fundamentals that we have put in place.",1048
18511,"2017m5","And the numbers don't tell the full story: The portfolio value number is considerably larger, but just as importantly, our portfolio today is made up of a smaller set of stronger, cleaner companies with much better earnings and value momentum.",1048
18511,"2017m5","So I've broken my presentation down into 4 parts, with 1 part being Action, but I'd like to start with Private Equity.",1048
18511,"2017m5","We still have a dry powder issue in this sector, and it's even bigger today than this time last year.",1048
18511,"2017m5","Most of this dry powder is in the mega funds, but those of us in the midmarket still have to maintain the discipline we have demonstrated over the last 5 years.",1048
18511,"2017m5","And we've got to continue looking for opportunities away from broad-based auctions, as we successfully did this year.",1048
18511,"2017m5","Our PE team had a great year.",1048
18511,"2017m5","They delivered a 43% return; a good level of exciting, new investments; as well as GBP 1 billion of realizations, so a good harvest but some quality seed sown for the future.",1048
18511,"2017m5","Earnings and value growth have both accelerated across our Private Equity portfolio, with our larger Bucket 1 investments continuing to make a major contribution.",1048
18511,"2017m5","The performance from our '13, '16 vintage has been particularly strong, and we have seen much less value reduction this year.",1048
18511,"2017m5","Our '13, '16 vintage is still a relatively immature portfolio, and yet it kicked in a 29% return for the year.",1048
18511,"2017m5","Of course, there are 1 or 2 weak spots, but in general we have seen really solid growth right across the portfolio.",1048
18511,"2017m5","At the interims, I mentioned the problems of Agent Provocateur, where accounting irregularities had concealed the true financial position of the company and its lack of liquidity.",1048
18511,"2017m5","As you know, we were not able to sort out the problems, and the company went into an administration process in March.",1048
18511,"2017m5","This resulted in a GBP 49 million write-off for 3i.",1048
18511,"2017m5","Moving on, our investments since 2013 are performing well, with the '13, '16 vintage already at 1.",1048
18511,"2017m5","And the new investments of the last 12 months, BoConcept, Schlemmer, Ponroy Santé, are already making a promising contribution.",1048
18511,"2017m5","The investments we've made since financial year '13, including the ones we've recently announced, now total about GBP 2 billion.",1048
18511,"2017m5","These new assets will underpin significant gains going forward, especially if we beat our minimum 2x target.",1048
18511,"2017m5","And we've entered this year with strong new investment momentum with the purchase of Lampenwelt, Hans Anders and Formel D.",1048
18511,"2017m5","These 3 new investments are all in our sweet spot: 2 disruptive retailers and a B2B German service business focused on the automotive sector.",1048
18511,"2017m5","It's been another strong year of realizations and refinancings.",1048
18511,"2017m5","As I said a minute ago, the makeup of our Private Equity portfolio has been transformed by careful purchases and by the sale of many of our weaker legacy assets.",1048
18511,"2017m5","We are now down to 37 companies.",1048
18511,"2017m5","That's a net reduction of close to 100 over that 5-year period.",1048
18511,"2017m5","And Buckets 1 and 2 now account for 86% of total value.",1048
18511,"2017m5","That means that our investment teams are spending much more time on origination, and rather than waiting for the next bank auction, they're approaching companies directly and initiating bilateral discussions.",1048
18511,"2017m5","This approach is leading to good-quality, new investments.",1048
18511,"2017m5","In fact, both Ponroy and Lampenwelt are great examples of what I mean, and I'm quietly confident that they will both be strong assets for 3i.",1048
18511,"2017m5","Now what about Action? The company continues to surpass all normal expectations.",1048
18511,"2017m5","Action has really brought home to me the power of compounding.",1048
18511,"2017m5","Whether you look at sales, number of stores or EBITDA, the returns this company generates off a larger and larger base are exceptional.",1048
18511,"2017m5","When you combine all these positive factors with strong like-for-likes and sector-leading cash generation, you benefit from an outstanding returns on capital.",1048
18511,"2017m5","And I don't think we're anywhere near the peak for Action.",1048
18511,"2017m5","Although it's increasing the number of stores it opens every year, it is barely scratching the surface of how big it can become.",1048
18511,"2017m5","As you can see from this chart, store densities in Holland suggest that there is considerable white space opportunity in just France and Germany alone, and that's before we even consider the rest of Europe.",1048
18511,"2017m5","As I have said before, an Action store appeals to customers wherever we have opened them.",1048
18511,"2017m5","Action is part of that very exclusive set of retailers that have one format that works across borders in different retail environments and is therefore capable of achieving very significant scale.",1048
18511,"2017m5","Now at 3i we have a small but very brainy strategy team.",1048
18511,"2017m5","And when they're not helping Julia sell our debt business, I ask them to look at things for me.",1048
18511,"2017m5","Earlier this year, I asked them to think of themselves as specialist fund managers focusing on retail stocks and to come up with the 5 or 6 stocks they would have in their top bucket.",1048
18511,"2017m5","After lots of late nights and too much coffee and chocolate, they came up with this analysis.",1048
18511,"2017m5","They have picked Inditex, Dollarama, Five Below, XXL and B&M, a real mix of shapes and sizes, but if you're holding this portfolio, you probably wouldn't be too concerned by the current challenges in the high street.",1048
18511,"2017m5","As you can see, these companies produce good metrics across all the important KPIs, but the really interesting thing is, if you transpose Action's numbers onto this slide, you get a good perspective on the relative quality of the Action growth story.",1048
18511,"2017m5","And none of these 5 stocks has anything like the white space potential of Action.",1048
18511,"2017m5","I really enjoy being on the Action board.",1048
18511,"2017m5","It has a first-class executive team and a very wise Chairman in Adrian Bellamy.",1048
18511,"2017m5","Expansion on this scale produces its own type of challenges which are really fascinating, and the board is very involved in helping management maintain these strong growth rates while trying to avoid any high-speed problems.",1048
18511,"2017m5","And by the way, the Action compounding effect I mentioned earlier is very material for 3i.",1048
18511,"2017m5","Okay, enough about Action for today, except to say that I look forward to seeing you again at our day with Action management on the 30th of May.",1048
18511,"2017m5","Now let's turn to Infrastructure, where the market backdrop is no different.",1048
18511,"2017m5","There's significant dry powder and a lot of interest in this sector, which makes it all the more satisfying that our team delivered a very productive year both expanding 3iN's portfolio and raising 2 new funds.",1048
18511,"2017m5","The team produces growing asset management income for the group, as well as managing investment for 3iN, which in turn has produced very solid capital growth and dividends.",1048
18511,"2017m5","3iN is our main Infrastructure investment vehicle, but we have added some discrete fund initiatives in order to capitalize on 3i's broader network and capabilities and to strengthen the overall team in Infrastructure.",1048
18511,"2017m5","These new initiatives are in their early stages, but we expect them to grow over time and build on the income contribution of Infrastructure to the group.",1048
18511,"2017m5","Apart from investing in our Infrastructure capability and adding selectively to our PE investment team, we're not considering any change in our strategic approach.",1048
18511,"2017m5","As I said right at the beginning, we will remain focused on executing our simple strategy while maintaining a disciplined approach to new investment in those sectors and geographies that we know well.",1048
18511,"2017m5","We will also make the most of our proprietary capital.",1048
18511,"2017m5","That way, we can run our key winners and act more quickly and decisively when this helps secure new investment.",1048
18511,"2017m5","As you know, this is one of my favorite slides and illustrates what a powerful and efficient cash machine 3i has become.",1048
18511,"2017m5","We're getting better at finding new investment opportunities at sensible prices, and we have established the right processes and portfolio to deliver plenty of cash to reinvest and to distribute to shareholders.",1048
18511,"2017m5","Today, we have proposed a material increase to our additional dividend to reflect the strength of the group and the momentum we have in the business going forward.",1048
18511,"2017m5","Don't assume we'll keep up this level of increase every year, but we are a group that is certainly capable of very attractive cash distributions over time.",1048
18511,"2017m5","This is clearly a decent set of results, and I would like to thank each and every one at 3i for their contribution this year.",1048
18511,"2017m5","Many of our people have experienced harsher times, but everybody has worked really hard to secure this type of performance.",1048
18511,"2017m5","But there is no complacency at 3i.",1048
18511,"2017m5","We recognize that the macro is better but still finely balanced as well as there being potential for more political uncertainty.",1048
18511,"2017m5","Our people see the value in our processes and discipline and, as a result, have become better at finding, assessing and managing investments.",1048
18511,"2017m5","And I would say our teams are as good as any in their respective markets.",1048
18511,"2017m5","As you come to expect, we remain very careful about the costs of our platform.",1048
18511,"2017m5","And the Investment Committee remain -- maintains a fierce determination to resist those voices encouraging us to pay more than a given business might be worth.",1048
18511,"2017m5","So another decent year where our all-around performance should add to that body of evidence which will help investors properly assess 3i's longer-term potential.",1048
18511,"2017m5","I'll pass over to Julia.",1048
18511,"2017m5","There is an opportunity to extend that with the agreements with the LPs for another year, so till the end of '19.",1048
18511,"2017m5","We obviously haven't come to any view about that yet, but that's an important decision for next year.",1048
18511,"2017m5","[ That's right ].",1048
18511,"2017m5","I mean, yes, you're right.",1048
18511,"2017m5","We did signal that -- well, I mean this -- by about this time last year, we had quite a lot lower growth in the portfolio ex Action.",1048
18511,"2017m5","I think, at that time, that was particularly the impact of some of the weaker assets that we've talked about previously, so the Dynatects of this world and some of the retailers.",1048
18511,"2017m5","But what we're seeing now in the portfolio ex Action is the benefit of the new investments that we've done coming through their first phase of ownership and starting to really flow through into the earnings growth.",1048
18511,"2017m5","So we've talked -- I'm not going to name all of the companies that are in the different bars, but we've talked about the good earnings growth that we se in the likes of Audley with a strong U.",1048
18511,"2017m5","performance but also a growing U.",1048
18511,"2017m5","For example, ATESTEO, you've seen, has done a refinancing this year.",1048
18511,"2017m5","So that's also performing strongly.",1048
18511,"2017m5","So the average ex Action is always going to go up and down a little bit, especially when you've got a smaller number of companies.",1048
18511,"2017m5","So it's going to be very idiosyncratic to what's happening in a particular period, but I think what we're trying to show today is our confidence in the portfolio ex Action.",1048
18511,"2017m5","And then clearly, we have this fantastic asset on top of that as well.",1048
18511,"2017m5","On the multiple, I mean, we're content where we are in the valuation today.",1048
18511,"2017m5","As I said, we're trying to balance a number of factors, but we continue to keep it under review.",1048
18511,"2017m5","The business is obviously performing extremely well.",1048
